cell_id,centroid_lat,centroid_lon,grid_area_km2,d0_land,d1_feasible,d1_exclusion_reason,open_water_flag,protected_land_flag,regulatory_floodway_flag,mean_slope_deg,urban_context,developed_context,grand_region,sampling_stratum,dist_transmission_any_km,dist_transmission_100kv_km,dist_transmission_230kv_km,max_voltage_within_25km_kv,transmission_owner_count_25km,dist_major_road_km,dist_interstate_km,dist_surface_water_flowline_km,named_flowlines_within_25km,degree_institutions_50km,cip11_completions_50km,cip14_completions_50km,degree_institutions_100km,cip11_completions_100km,cip14_completions_100km,county_total_employment,county_total_establishments,county_total_employment_flag,information_sector_employment,information_sector_establishments,information_sector_employment_flag,professional_scientific_employment,professional_scientific_establishments,professional_scientific_employment_flag,county_geoid,county_name,county_assignment_method,grid_resolution_km,slope_excluded_frac,permanent_open_water_frac,protected_gap12_frac,regulatory_floodway_frac,military_land_frac,hard_exclusion_union_frac,available_area_km2,largest_available_component_km2,available_fraction,d1_status,d1_feasible_v2,d1_exclusion_reasons,d1_feasible_v1,domain_rule_version,slope_threshold_pct,minimum_available_component_km2,military_land_flag,flood_mapping_coverage_status,final_raw_score,final_score,rank_within_batch,score_p05,score_p95,score_iqr,grid_regime,regime_distance,novelty_flag,model_version,selected_specification,phase2_sha256,scored_at_utc,d1_eligibility,exclusion_context,engineering_check_status,d1_relative_percentile,statewide_rank,review_band
TN5K-1316,35.1248914033,-87.8290528096,25,1,1,,0,1,0,1.0671282344,nonmetro,nonmetro_proxy,middle,middle|nonmetro,18.3007615944,18.3007615944,79.62492161669999,161,1,1.6504431093,82.4631746747,0.3853635149,1213,5,81,13,15,427,14,2810,216,G,20,3,J,22,10,J,47181,Wayne County,point_in_county,5,0,0,0.03947368421052631,0,0,0.03947368421052631,22.8125,22.75,0.9605263157894737,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.21699117522,18.4695969028,3134,13.3705306308,25.6194488727,5.68207697563,R2,3.03426697704,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,18.4695969028,3134,Lower empirical affinity
TN5K-1317,35.1694083003,-87.82429881189999,25,1,1,,0,1,0,1.6462009549,nonmetro,nonmetro_proxy,middle,middle|nonmetro,18.2766864502,18.2766864502,82.1546008725,161,1,3.2453078626,77.5734284027,0.4207137804,1221,6,81,13,15,427,14,2810,216,G,20,3,J,22,10,J,47181,Wayne County,point_in_county,5,0,0,0.01578947368421053,0,0,0.01578947368421053,23.375,23.375,0.9842105263157894,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.56534754862,9.56501935778,3502,6.07150990663,14.5593258939,3.49578683671,R2,3.10104177417,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,9.56501935778,3502,Lower empirical affinity
TN5K-1318,35.2139231024,-87.8195392928,25,1,1,,0,1,0,2.1919376453,nonmetro,nonmetro_proxy,middle,middle|nonmetro,13.4910337769,13.4910337769,84.90016961960001,161,1,6.1340789459,72.6946031049,0.116504403,1248,5,40,13,15,183,14,2810,216,G,20,3,J,22,10,J,47181,Wayne County,point_in_county,5,0,0,0.02631578947368421,0,0,0.02631578947368421,23.125,23.125,0.9736842105263158,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.96403065348,4.05374629925,3723,2.53245274425,7.36164882715,1.69665224322,R2,3.46147805319,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,4.05374629925,3723,Lower empirical affinity
TN5K-1319,35.2584358334,-87.8147742426,25,1,1,,0,1,0,1.7740307185,nonmetro,nonmetro_proxy,middle,middle|nonmetro,8.899493442500001,8.899493442500001,82.26558993739999,161,1,4.1851674163,67.8290021561,0.2561472304,1295,4,3,0,17,201,14,2810,216,G,20,3,J,22,10,J,47181,Wayne County,point_in_county,5,0,0,0.3763157894736842,0,0,0.3763157894736842,14.8125,13.8125,0.6236842105263158,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.12659801972,21.3391027101,3018,15.4008198588,30.8733773628,6.43361421089,R2,3.3480433976,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,21.3391027101,3018,Lower empirical affinity
TN5K-1320,35.3029465171,-87.8100036518,25,1,1,,0,1,0,1.5009174744,nonmetro,nonmetro_proxy,middle,middle|nonmetro,5.0765345305,5.0765345305,78.04106685710001,161,1,0.3284788343,62.9796341018,0.2927048314,1367,3,3,0,17,201,14,2810,216,G,20,3,J,22,10,J,47181,Wayne County,point_in_county,5,0,0,0.1263157894736842,0,0,0.1263157894736842,20.75,20.75,0.8736842105263158,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.66975824393,71.578228194,1058,66.7923024368,80.9508084719,4.94192666818,R2,3.19993201813,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,71.578228194,1058,Watchlist
TN5K-1321,35.3474551771,-87.80522751060001,25,1,1,,0,1,0,1.5762855411,nonmetro,nonmetro_proxy,middle,middle|nonmetro,4.4890334902,4.4890334902,73.83042647729999,161,1,2.5731201908,58.1504998752,0.1982994073,1451,3,3,0,17,192,14,2810,216,G,20,3,J,22,10,J,47181,Wayne County,point_in_county,5,0,0,0.881578947368421,0,0,0.881578947368421,2.8125,1.5625,0.118421052631579,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.44323287882,44.6595308586,2104,37.5928034616,56.4962423138,5.37462992485,R2,3.29969150839,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,44.6595308586,2104,Lower empirical affinity
TN5K-1322,35.3919618374,-87.8004458094,25,1,1,,0,1,0,1.4483942853,nonmetro,nonmetro_proxy,middle,middle|nonmetro,7.7513898847,7.7513898847,69.5411742868,161,1,0.2077819422,53.3457938453,0.1101513643,1443,2,0,0,16,169,14,2810,216,G,20,3,J,22,10,J,47181,Wayne County,point_in_county,5,0.002631578947368421,0,0.2078947368421053,0,0,0.2105263157894737,18.75,18.75,0.7894736842105263,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.85596746835,65.6797995901,1286,60.9587793213,76.2058756547,6.08061944887,R2,3.77488648667,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,65.6797995901,1286,Watchlist
TN5K-1323,35.4364665219,-87.79565853850001,25,1,1,,0,0,0,1.2411906223,nonmetro,nonmetro_proxy,middle,middle|nonmetro,11.65892362,11.65892362,64.8826719581,161,1,0.0066493953,48.5646394568,0.09576459850000001,1384,2,0,0,18,185,19,2810,216,G,20,3,J,22,10,J,47181,Wayne County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.9885785596,61.6032794352,1444,56.3151901617,71.2593942154,6.23434297427,R2,3.63086889125,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,61.6032794352,1444,Watchlist
TN5K-1324,35.4809692544,-87.7908656882,25,1,1,,0,0,0,1.2063810064,nonmetro,nonmetro_proxy,middle,middle|nonmetro,16.0802396606,16.0802396606,60.273638926,161,1,0.2716339002,43.7993313941,0.2129172875,1434,2,0,0,20,191,19,2810,216,G,20,3,J,22,10,J,47181,Wayne County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.34514165309,48.3261216124,1965,42.8159872466,59.8155317695,7.70895012526,R2,3.62522453209,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,48.3261216124,1965,Lower empirical affinity
TN5K-1325,35.5254700588,-87.78606724879999,25,1,1,,0,0,0,1.467840847,nonmetro,nonmetro_proxy,middle,middle|nonmetro,11.5338005273,20.6550399751,55.7262908937,161,1,5.2220622909,39.0345385549,0.7753312941,1415,1,0,0,23,196,19,1608,115,G,0,0,NO_PUBLISHED_ROW,11,5,G,47135,Perry County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.52798399658,10.1571396037,3477,6.50079708495,18.4491004327,5.92689592348,R2,4.77024566302,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,10.1571396037,3477,Lower empirical affinity
TN5K-1326,35.5699689592,-87.7812632105,25,1,1,,0,0,0,1.9051047166,nonmetro,nonmetro_proxy,middle,middle|nonmetro,7.4837197488,21.1910565392,51.2569834664,161,1,5.6198968783,34.146750743,0.1289085075,1351,1,0,0,24,196,19,1608,115,G,0,0,NO_PUBLISHED_ROW,11,5,G,47135,Perry County,point_in_county,5,0.0131578947368421,0,0,0,0,0.0131578947368421,23.4375,23.4375,0.9868421052631579,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.71959884737,7.05989524026,3605,4.01275335914,11.2867228422,3.45593258939,R2,4.60302682631,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,7.05989524026,3605,Lower empirical affinity
TN5K-1327,35.6144659795,-87.7764535636,25,1,1,,0,0,0,1.6269830532,nonmetro,nonmetro_proxy,middle,middle|nonmetro,5.2818311075,18.4251305245,46.8879687738,161,1,1.3332167662,29.1802315244,0.4433229629,1375,1,0,0,23,196,19,1608,115,G,0,0,NO_PUBLISHED_ROW,11,5,G,47135,Perry County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.46543699336,43.8396720565,2133,36.6101115919,54.1289000228,8.64267820542,R2,4.48354273651,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,43.8396720565,2133,Lower empirical affinity
TN5K-1328,35.6589611437,-87.7716382981,25,1,1,,0,0,0,1.7390260564,nonmetro,nonmetro_proxy,middle,middle|nonmetro,5.7654343714,14.8995805164,42.6500044467,161,1,1.8810144148,24.2139104055,0.3790852402,1414,1,0,0,24,227,19,1608,115,G,0,0,NO_PUBLISHED_ROW,11,5,G,47135,Perry County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.6543383951,36.8480983831,2410,29.9954452289,46.2423138237,7.27055340469,R2,4.38971181707,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,36.8480983831,2410,Lower empirical affinity
TN5K-1329,35.7034544759,-87.7668174044,25,1,1,,0,0,0,1.4861697521,nonmetro,nonmetro_proxy,middle,middle|nonmetro,6.3786594783,11.5313650149,38.5733549304,161,1,3.2444380603,19.2477847719,0.4555031813,1425,1,0,0,31,782,485,1608,115,G,0,0,NO_PUBLISHED_ROW,11,5,G,47135,Perry County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.94121512469,26.9870189023,2794,20.4053746299,31.95741289,6.87201093145,R2,3.93293316878,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,26.9870189023,2794,Lower empirical affinity
TN5K-1330,35.7479460002,-87.76199087249999,25,1,1,,0,0,0,1.5270621404,nonmetro,nonmetro_proxy,middle,middle|nonmetro,3.9790899967,8.1646447023,34.5542805244,161,1,2.3018411653,14.2818520055,0.0171159509,1453,2,12,0,36,764,472,1608,115,G,0,0,NO_PUBLISHED_ROW,11,5,G,47135,Perry County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.96503135214,26.235481667,2825,22.8729218857,32.6258255523,5.955363243,R2,3.55498691201,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,26.235481667,2825,Lower empirical affinity
TN5K-1331,35.7924357407,-87.7571586926,25,1,1,,0,0,0,1.6559356385,nonmetro,nonmetro_proxy,middle,middle|nonmetro,0.3243394051,4.7936705248,29.7295766362,161,1,1.8754712559,9.3161094852,0.1556880641,1503,2,12,0,38,774,471,1608,115,G,0,0,NO_PUBLISHED_ROW,11,5,G,47135,Perry County,point_in_county,5,0.002631578947368421,0,0,0,0,0.002631578947368421,23.6875,23.6875,0.9973684210526316,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.9036969424,64.0856296971,1346,59.916875427,68.9922568891,5.38032338875,R2,3.55270396259,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,64.0856296971,1346,Watchlist
TN5K-1332,35.8369237216,-87.7523208548,25,1,1,,1,1,0,1.471963803,nonmetro,nonmetro_proxy,middle,middle|nonmetro,1.4014828483,1.4014828483,24.7813860957,500,1,3.3787669588,4.3505545864,0.4986437409,1544,2,12,0,39,774,471,1608,115,G,0,0,NO_PUBLISHED_ROW,11,5,G,47135,Perry County,point_in_county,5,0,0.002631578947368421,0,0,0,0.002631578947368421,23.6875,23.6875,0.9973684210526316,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.31117563238,49.5331359599,1921,45.2106581644,57.7624686859,6.97449328171,R2,3.49424929039,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,49.5331359599,1921,Lower empirical affinity
TN5K-1333,35.8814099671,-87.7474773491,25,1,1,,0,0,0,1.2213903666,nonmetro,nonmetro_proxy,middle,middle|nonmetro,1.982570764,1.982570764,19.8423107792,500,1,0.5812003952,0.5812003952,0.3645751196,1523,2,12,0,40,889,502,4458,332,G,33,6,H,66,12,H,47085,Humphreys County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-1.67561418176,92.3252106582,271,89.5912092917,94.9100432703,2.39125483944,R2,1.98949787375,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,92.3252106582,271,Priority 1
TN5K-1334,35.9258945014,-87.7426281657,25,1,1,,0,0,0,1.6010975507,nonmetro,nonmetro_proxy,middle,middle|nonmetro,1.1369997327,1.1369997327,14.9212122459,500,1,2.5567792258,5.5462694521,0.3316984696,1445,2,12,0,39,879,502,4458,332,G,33,6,H,66,12,H,47085,Humphreys County,point_in_county,5,0.002631578947368421,0,0,0,0,0.002631578947368421,23.6875,23.6875,0.9973684210526316,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.72584229983,69.6424504669,1136,64.3589159645,74.823502619,6.43930767479,R2,1.92016872807,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,69.6424504669,1136,Watchlist
TN5K-1335,35.9703773488,-87.7377732946,25,1,1,,0,0,0,1.2803561025,nonmetro,nonmetro_proxy,middle,middle|nonmetro,1.20898615,1.20898615,10.0435898017,500,1,1.7599382592,10.5111592434,0.7271782174,1443,2,12,0,42,842,501,4458,332,G,33,6,H,66,12,H,47085,Humphreys County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.66517962697,71.7604190389,1051,67.4686859485,76.4028695058,5.3006148941,R2,1.98741141138,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,71.7604190389,1051,Watchlist
TN5K-1336,36.0148585335,-87.7329127257,25,1,1,,0,0,0,1.3394833025,nonmetro,nonmetro_proxy,middle,middle|nonmetro,0.9774671645,0.9774671645,5.200075934,500,1,1.5562515434,15.430332188,0.4537286694,1449,1,12,0,43,918,501,4458,332,G,33,6,H,66,12,H,47085,Humphreys County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.90125213489,64.2222728308,1342,58.4661808244,68.3500341608,4.2985652471,R2,2.23396757193,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,64.2222728308,1342,Watchlist
TN5K-1337,36.0593380799,-87.728046449,25,1,1,,0,0,0,1.2061698072,nonmetro,nonmetro_proxy,middle,middle|nonmetro,0.3526340706,0.3526340706,0.3526340706,500,1,3.3994140909,19.294869914,0.1807695704,1446,1,12,0,43,918,501,4458,332,G,33,6,H,66,12,H,47085,Humphreys County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.76837366174,32.9309952175,2564,25.2823958096,36.7319517194,3.91710316557,R2,2.65462505873,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,32.9309952175,2564,Lower empirical affinity
TN5K-1338,36.1038160124,-87.7231744546,25,1,1,,0,0,1,0.9575126237,nonmetro,nonmetro_proxy,middle,middle|nonmetro,0.1321250101,4.5155911679,4.5756498801,500,1,1.3350635125,22.9304251191,0.452726756,1411,1,12,0,42,918,501,4458,332,G,33,6,H,66,12,H,47085,Humphreys County,point_in_county,5,0,0,0,0.005263157894736842,0,0.005263157894736842,23.625,23.625,0.9947368421052631,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.88916656745,64.6549760875,1325,59.0628558415,68.5493053974,4.27579139148,R2,2.04678513984,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,64.6549760875,1325,Watchlist
TN5K-1339,36.1482923554,-87.71829673240001,25,1,1,,1,0,0,0.9431751139,nonmetro,nonmetro_proxy,middle,middle|nonmetro,4.9027726895,4.9027726895,9.527617875500001,500,1,3.0369416526,26.5639670909,0.4007852885,1378,1,12,0,42,918,501,4458,332,G,33,6,H,66,12,H,47085,Humphreys County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.08530613439,22.5461170576,2970,18.5595536324,26.6294693692,5.129810977,R2,1.56360084593,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,22.5461170576,2970,Lower empirical affinity
TN5K-1340,36.1927671334,-87.7134132723,25,1,1,,0,0,0,1.3174224065,nonmetro,nonmetro_proxy,middle,middle|nonmetro,1.435211645,1.435211645,10.2563023899,500,1,1.2601257551,30.1954928331,0.3019060903,1341,3,138,3,42,918,501,4458,332,G,33,6,H,66,12,H,47085,Humphreys County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.39513973333,46.4131177408,2040,42.6656797996,50.0136643134,2.00979275791,R2,1.30692620431,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,46.4131177408,2040,Lower empirical affinity
TN5K-1341,36.2372403707,-87.7085240641,25,1,1,,0,0,0,1.1565410958,nonmetro,nonmetro_proxy,middle,middle|nonmetro,1.8323299058,1.8323299058,9.3192621246,500,1,0.5145237929000001,33.8676067046,0.2865957873,1312,5,138,3,43,918,501,1040,106,G,0,0,NO_PUBLISHED_ROW,49,6,J,47083,Houston County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.92886325692,27.5108175814,2778,23.2623548167,30.8665452061,4.04805283535,R2,3.22380479554,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,27.5108175814,2778,Lower empirical affinity
TN5K-1342,36.2817120919,-87.7036290978,25,1,1,,0,0,0,1.2228499386,nonmetro,nonmetro_proxy,middle,middle|nonmetro,4.9811057848,4.9811057848,8.395244727,500,1,2.2870048037,37.7978387452,0.221958911,1301,5,138,3,43,918,501,1040,106,G,0,0,NO_PUBLISHED_ROW,49,6,J,47083,Houston County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-5.17495189238,2.30015941699,3789,1.35504440902,2.89683443407,0.518105215213,R2,3.12779642774,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,2.30015941699,3789,Lower empirical affinity
TN5K-1343,36.3261823216,-87.69872836330001,25,1,1,,1,0,1,1.1557279196,nonmetro,nonmetro_proxy,middle,middle|nonmetro,2.05264589,2.05264589,5.2810188925,500,1,0.371679336,41.9318007311,0.471900767,1303,5,138,3,43,918,501,1040,106,G,0,0,NO_PUBLISHED_ROW,49,6,J,47083,Houston County,point_in_county,5,0,0,0,0.01052631578947368,0,0.01052631578947368,23.5,23.5,0.9894736842105263,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.01182036524,24.9829196083,2873,20.7879754042,28.385333637,2.96629469369,R2,3.21972416446,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,24.9829196083,2873,Lower empirical affinity
TN5K-1344,36.3706510843,-87.6938218502,25,1,1,,0,0,0,1.1953329477,nonmetro,nonmetro_proxy,middle,middle|nonmetro,1.0220846875,1.0220846875,1.1792281064,500,1,4.0408399323,43.7349567037,0.685554032,1279,5,138,3,42,918,501,1882,180,G,0,0,NO_PUBLISHED_ROW,16,6,J,47161,Stewart County,point_in_county,5,0,0,0,0,0,0,23.75,23.75,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.92107101676,4.48644955591,3706,3.35800501025,5.62628102938,0.72876337964,R2,3.3714269249,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,4.48644955591,3706,Lower empirical affinity
TN5K-1345,36.4151184047,-87.68890954850001,25,1,1,,1,1,0,1.2850098461,nonmetro,nonmetro_proxy,middle,middle|nonmetro,1.4481089024,1.4481089024,1.4481089024,500,1,0.8098773521,40.1317104415,0.2416331966,1229,5,138,3,41,901,501,1882,180,G,0,0,NO_PUBLISHED_ROW,16,6,J,47161,Stewart County,point_in_county,5,0,0.1078947368421053,0.2789473684210526,0,0,0.3842105263157894,14.625,11.375,0.6157894736842106,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.39874894726,13.1405146891,3354,9.74721020269,15.1002049647,2.03256661353,R2,3.41415780018,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,13.1405146891,3354,Lower empirical affinity
